code,department,faculty,link,term,title
BMG 9997,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=051702&term=2189&session=FS,2018 Fall Term,Report and Defence of Thesis Proposal
BMG 9998,Department of Mechanical Engineering,Faculty of Engineering,Course.aspx?id=051703&term=2189&session=FS,2018 Fall Term,PhD Comprehensive Exam
BNF 5106,Department of Biology,Faculty of Science,Course.aspx?id=003315&term=2189&session=FS,2018 Fall Term,Bioinformatics
BNF 5107,Department of Biology,Faculty of Science,Course.aspx?id=003317&term=2189&session=FS,2018 Fall Term,Applied Bioinformatics
BPS 2110,Science (General),Faculty of Science,Course.aspx?id=003326&term=2189&session=FS,2018 Fall Term,Introduction to Biopharmaceutical Science
BPS 3101,Science (General),Faculty of Science,Course.aspx?id=003328&term=2189&session=FS,2018 Fall Term,Genomics
BPS 3102,Science (General),Faculty of Science,Course.aspx?id=003329&term=2189&session=FS,2018 Fall Term,Principles of Toxicology and Pharmacology
BPS 3350,Science (General),Faculty of Science,Course.aspx?id=003331&term=2189&session=FS,2018 Fall Term,Transition Metal Chemistry
BPS 3501,Science (General),Faculty of Science,Course.aspx?id=003332&term=2189&session=FS,2018 Fall Term,La génomique
BPS 3502,Science (General),Faculty of Science,Course.aspx?id=003333&term=2189&session=FS,2018 Fall Term,Principes de toxicologie et pharmacologie
BPS 3750,Science (General),Faculty of Science,Course.aspx?id=003335&term=2189&session=FS,2018 Fall Term,Chimie des métaux de transition
BPS 4101,Science (General),Faculty of Science,Course.aspx?id=003345&term=2189&session=FS,2018 Fall Term,Human Genome Structure and Function
BPS 4121,Science (General),Faculty of Science,Course.aspx?id=003351&term=2189&session=FS,2018 Fall Term,Biosynthesis and Natural Product Derived Medicines
BPS 4125,Science (General),Faculty of Science,Course.aspx?id=003353&term=2189&session=FS,2018 Fall Term,Medicinal Chemistry
BPS 4127,Science (General),Faculty of Science,Course.aspx?id=003355&term=2189&session=FS,2018 Fall Term,Advanced Techniques in Biosciences
BPS 4131,Science (General),Faculty of Science,Course.aspx?id=003357&term=2189&session=FS,2018 Fall Term,Advanced Biopharmaceutical Science
BPS 4525,Science (General),Faculty of Science,Course.aspx?id=003365&term=2189&session=FS,2018 Fall Term,Chimie médicinale
BPS 4527,Science (General),Faculty of Science,Course.aspx?id=003367&term=2189&session=FS,2018 Fall Term,Techniques avancées en biosciences
BPS 9001,Science (General),Faculty of Science,Course.aspx?id=051488&term=2189&session=FS,2018 Fall Term,Seminar (Part 1 of 2)
CHG 2712,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003687&term=2189&session=FS,2018 Fall Term,Mécanique des fluides
CHG 2717,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003690&term=2189&session=FS,2018 Fall Term,Introduction à l'analyse et la conception des procédés chimiques
CHG 3316,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003702&term=2189&session=FS,2018 Fall Term,Transport Phenomena
CHG 3324,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003705&term=2189&session=FS,2018 Fall Term,Fundamentals and Applications of Chemical Engineering Thermodynamics
CHG 3331,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003708&term=2189&session=FS,2018 Fall Term,Application of Mathematical Methods to Chemical Engineering
CHG 3335,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003709&term=2189&session=FS,2018 Fall Term,Process Control
CHG 3337,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003710&term=2189&session=FS,2018 Fall Term,Data Collection and Interpretation
CHG 3716,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003715&term=2189&session=FS,2018 Fall Term,Phénomènes d'échange
CHG 3724,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003716&term=2189&session=FS,2018 Fall Term,Principes et applications de thermodynamique en génie chimique
CHG 3735,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003717&term=2189&session=FS,2018 Fall Term,Contrôle des procédés
CHG 3737,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=034822&term=2189&session=FS,2018 Fall Term,Collecte et interprétation de données
CHG 4116,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003720&term=2189&session=FS,2018 Fall Term,Chemical Engineering Laboratory
CHG 4160,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003731&term=2189&session=FS,2018 Fall Term,Techniques in Biomedical Engineering
CHG 4305,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003739&term=2189&session=FS,2018 Fall Term,Advanced Materials in Chemical Engineering
CHG 4343,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003751&term=2189&session=FS,2018 Fall Term,Computer-Aided Design in Chemical Engineering
CHG 4359,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003756&term=2189&session=FS,2018 Fall Term,Selected Topics I
CHG 4381,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003771&term=2189&session=FS,2018 Fall Term,Biochemical Engineering
CHG 4385,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003773&term=2189&session=FS,2018 Fall Term,Adsorption Separations for Environmental Applications
CHG 4900,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003782&term=2189&session=FS,2018 Fall Term,Thesis and seminars
CHG 101S,Department of Chemical and Biological Engineering,Faculty of Engineering,Course.aspx?id=003791&term=2189&session=FS,2018 Fall Term,Seminar I
CHM 3140,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=003953&term=2189&session=FS,2018 Fall Term,Quantum Chemistry and Molecular Modelling
CHM 3350,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=003970&term=2189&session=FS,2018 Fall Term,Transition Metal Chemistry
CHM 3520,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=003976&term=2189&session=FS,2018 Fall Term,Chimie organique intermédiaire
CHM 3522,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=003977&term=2189&session=FS,2018 Fall Term,Applications de la spectroscopie en chimie
CHM 3526,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=003978&term=2189&session=FS,2018 Fall Term,Laboratoire de chimie organique
CHM 3540,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=003981&term=2189&session=FS,2018 Fall Term,La chimie quantique et modélisation moléculaire
CHM 3750,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=003990&term=2189&session=FS,2018 Fall Term,Chimie des métaux de transition
CHM 4123,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004008&term=2189&session=FS,2018 Fall Term,Medicinal Chemistry
CHM 4139,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004019&term=2189&session=FS,2018 Fall Term,Enzyme Chemistry and Biocatalysis
CHM 4311,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004036&term=2189&session=FS,2018 Fall Term,Selected Topics in Inorganic Chemistry
CHM 4380,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004047&term=2189&session=FS,2018 Fall Term,Advanced Characterization Methods in Material Science and Catalysis
CHM 4390,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004049&term=2189&session=FS,2018 Fall Term,Special Topics in Physical Chemistry
CHM 4523,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004052&term=2189&session=FS,2018 Fall Term,Chimie médicinale
CHM 8158,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004173&term=2189&session=FS,2018 Fall Term,Directed Special Studies
CHM 8302,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004210&term=2189&session=FS,2018 Fall Term,Advanced Topics in Inorganic Chemistry
CHM 8304,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004214&term=2189&session=FS,2018 Fall Term,Advanced Topics in Organic Chemistry
CHM 8309,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004222&term=2189&session=FS,2018 Fall Term,Advanced Topics in Physical
CHM 8352,Department of Chemistry and Biomolecular Sciences,Faculty of Science,Course.aspx?id=004308&term=2189&session=FS,2018 Fall Term,Analytical Approach to Chemical Problems
CHN 1901,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=004350&term=2189&session=FS,2018 Fall Term,Introduction to Chinese I
CHN 2901,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=004355&term=2189&session=FS,2018 Fall Term,Intermediate Chinese I
CLA 2723,Department of Classical Studies,Faculty of Arts,Course.aspx?id=004481&term=2189&session=FS,2018 Fall Term,La mythologie grecque
CLA 3000,Department of Classical Studies,Faculty of Arts,Course.aspx?id=004492&term=2189&session=FS,2018 Fall Term,Archaeological Field Work I
CLA 3110,Department of Classical Studies,Faculty of Arts,Course.aspx?id=004494&term=2189&session=FS,2018 Fall Term,Topics in Ancient History  I
CLA 3130,Department of Classical Studies,Faculty of Arts,Course.aspx?id=004496&term=2189&session=FS,2018 Fall Term,Topics in Greek and Latin Literature in Translation
CLA 3510,Department of Classical Studies,Faculty of Arts,Course.aspx?id=004518&term=2189&session=FS,2018 Fall Term,Thèmes choisis en histoire ancienne I
CLA 3900,Department of Classical Studies,Faculty of Arts,Course.aspx?id=004545&term=2189&session=FS,2018 Fall Term,Archaeological Field Work II
CLA 4151,Department of Classical Studies,Faculty of Arts,Course.aspx?id=004552&term=2189&session=FS,2018 Fall Term,Seminar in Ancient Literature in Translation
CLA 5122,Department of Classical Studies,Faculty of Arts,Course.aspx?id=004574&term=2189&session=FS,2018 Fall Term,Topics in Latin Palaeography
CLA 5901,Department of Classical Studies,Faculty of Arts,Course.aspx?id=004578&term=2189&session=FS,2018 Fall Term,Scholarly Research and Methodology I
CLA 5926,Department of Classical Studies,Faculty of Arts,Course.aspx?id=004587&term=2189&session=FS,2018 Fall Term,Directed Readings in Ancient Language
CLT 1110,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=004744&term=2189&session=FS,2018 Fall Term,Irish Language and Culture I
CLT 1132,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=004748&term=2189&session=FS,2018 Fall Term,Introduction to the Celtic World
CLT 2131,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=004763&term=2189&session=FS,2018 Fall Term,Medieval Celtic Literature
CLT 2300,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=004769&term=2189&session=FS,2018 Fall Term,Celtic Cultures in Transition
CLT 3999,Department of Modern Languages and Literatures,Faculty of Arts,Course.aspx?id=004775&term=2189&session=FS,2018 Fall Term,Guided Research
CML 1011,Common Law,Common Law,Course.aspx?id=051217&term=2189&session=FS,2018 Fall Term,"Legal Foundations: Research, Strategy, Analysis  (Part 1 of 2)"
CML 1021,Common Law,Common Law,Course.aspx?id=051221&term=2189&session=FS,2018 Fall Term,Contracts (Part 1 of 2)
CML 1031,Common Law,Common Law,Course.aspx?id=051225&term=2189&session=FS,2018 Fall Term,Criminal Law and Procedure (Part 1 of 2)
CML 1061,Common Law,Common Law,Course.aspx?id=051589&term=2189&session=FS,2018 Fall Term,Dispute Resolution and Professional Responsibility (Part 1 of 2)
CML 1071,Common Law,Common Law,Course.aspx?id=051251&term=2189&session=FS,2018 Fall Term,Torts (Part 1 of 2)
CML 2305,Common Law,Common Law,Course.aspx?id=004899&term=2189&session=FS,2018 Fall Term,Introduction to Family Law
CML 2309,Common Law,Common Law,Course.aspx?id=004900&term=2189&session=FS,2018 Fall Term,Civil Procedure I
CML 2312,Common Law,Common Law,Course.aspx?id=004902&term=2189&session=FS,2018 Fall Term,Administrative Law
CML 2313,Common Law,Common Law,Course.aspx?id=004903&term=2189&session=FS,2018 Fall Term,Constitutional Law II
CML 2320,Common Law,Common Law,Course.aspx?id=004909&term=2189&session=FS,2018 Fall Term,Mediation Theory and Practice
CML 2321,Common Law,Common Law,Course.aspx?id=004910&term=2189&session=FS,2018 Fall Term,Alternative Dispute Resolution Processes
CML 2343,Common Law,Common Law,Course.aspx?id=004911&term=2189&session=FS,2018 Fall Term,Commercial Law
CML 2501,Common Law,Common Law,Course.aspx?id=004916&term=2189&session=FS,2018 Fall Term,La plaidoirie d'appel
CML 2504,Common Law,Common Law,Course.aspx?id=004918&term=2189&session=FS,2018 Fall Term,Les transactions immobilières
CML 2535,Common Law,Common Law,Course.aspx?id=004923&term=2189&session=FS,2018 Fall Term,Rédaction de la revue de droit - deuxième année
CML 2579,Common Law,Common Law,Course.aspx?id=004924&term=2189&session=FS,2018 Fall Term,Accès à la justice stage (niveau I)
CML 2701,Common Law,Common Law,Course.aspx?id=004931&term=2189&session=FS,2018 Fall Term,Les autochtones et le droit
CML 2702,Common Law,Common Law,Course.aspx?id=004932&term=2189&session=FS,2018 Fall Term,Droit des sociétés
CML 2705,Common Law,Common Law,Course.aspx?id=004934&term=2189&session=FS,2018 Fall Term,Introduction au droit de la famille
